VistID,Age,Avg_Income,Country_Name,Sex,DOB
7961458,26,35254,Indonesia,M,24-06-1996
8022280,26,69476.42,Malawi,F,24-06-1996
8087336,26,75769.82,Barbados,M,24-06-1996
8131224,26,46034,Hong Kong,F,24-06-1996
8133523,26,70889.68,Saudi Arabia,M,24-06-1996
8225151,26,63924.82,Norfolk Island,M,24-06-1996
8296374,26,60283.47,French Guiana,F,24-06-1996
8337559,26,63429.18,Antarctica (the territory South of 60 deg S),F,24-06-1996
8359706,26,58820.16,Madagascar,M,24-06-1996
8359723,26,51463,Congo,M,24-06-1996
8392342,26,56593.8,Italy,M,24-06-1996
8513484,26,47968,Colombia,F,24-06-1996
8530609,26,61389.5,Israel,M,24-06-1996
8544342,26,62378,Martinique,M,24-06-1996
8627378,26,66225.72,Russian Federation,F,24-06-1996
8668460,26,73910.9,Gambia,M,24-06-1996
8676161,26,51975.41,Dominican Republic,M,24-06-1996
8703998,26,67744.56,Estonia,F,24-06-1996
8713152,26,49996,South Africa,F,24-06-1996
8754824,26,66524.8,Madagascar,M,24-06-1996
8805490,26,66691.23,Madagascar,F,24-06-1996
8811290,26,74180.05,Norway,M,24-06-1996
8838183,26,63966.72,Liberia,M,24-06-1996
8859144,26,60315.19,Netherlands Antilles,M,24-06-1996
8939642,26,66217.31,Azerbaijan,M,24-06-1996
9199618,26,65121,Niger,M,24-06-1996
9201354,26,49325.48,Macedonia,M,24-06-1996
9264993,26,49111,Isle of Man,M,24-06-1996
9311128,26,60224,France,M,24-06-1996
9325345,26,44249,San Marino,F,24-06-1996
9370788,26,62658,Philippines,M,24-06-1996
9425620,26,68324.48,Kuwait,F,24-06-1996
9440076,26,46780,Mauritius,F,24-06-1996
9471937,26,64122.36,French Guiana,F,24-06-1996
9498758,26,70006,Dominica,F,24-06-1996
9501324,26,68348.99,Pakistan,F,24-06-1996
9511418,26,66187.58,Albania,F,24-06-1996
9540027,26,50950.24,Iceland,M,24-06-1996
9732566,26,62729.4,French Guiana,M,24-06-1996
9795287,26,48913,Philippines,F,24-06-1996
1106774,27,56243,Mauritania,M,25-06-1995
1121282,27,44304,Martinique,F,25-06-1995
1130209,27,78521,Uruguay,M,25-06-1995
1152745,27,52691.79,Martinique,F,25-06-1995
1156979,27,63764.28,Kuwait,M,25-06-1995
1194295,27,47169.14,Lebanon,F,25-06-1995
1218608,27,60082.66,United Arab Emirates,M,25-06-1995
1226392,27,66107.84,Albania,F,25-06-1995
1314518,27,61625.87,Maldives,F,25-06-1995
1332277,27,64410.8,Eritrea,M,25-06-1995
1364581,27,56984,Mongolia,F,25-06-1995
1395021,27,64775.1,Bangladesh,F,25-06-1995
1396058,27,60192.72,Namibia,F,25-06-1995
1515610,27,62772.42,Malawi,M,25-06-1995
1529606,27,58342.63,Netherlands Antilles,M,25-06-1995
1538323,27,52177,Kuwait,M,25-06-1995
1680849,27,68333.01,Myanmar,F,25-06-1995
1690411,27,61601.05,French Polynesia,M,25-06-1995
1710538,27,55130.96,Syrian Arab Republic,M,25-06-1995
1716758,27,71727.51,Switzerland,M,25-06-1995
1736475,27,32689,Pitcairn Islands,F,25-06-1995
1819740,27,51015.11,Norway,M,25-06-1995
1891174,27,65461.92,Somalia,M,25-06-1995
1907057,27,26024,South Georgia and the South Sandwich Islands,M,25-06-1995
1963912,27,66194,Cyprus,F,25-06-1995
1965721,27,61005.87,Kazakhstan,F,25-06-1995
1977814,27,56884.74,Gambia,F,25-06-1995
1998980,27,61625.87,Costa Rica,M,25-06-1995
2054934,27,33987,Tunisia,F,25-06-1995
2121835,27,48206,Papua New Guinea,M,25-06-1995
2124337,27,78119.5,Argentina,F,25-06-1995
2182266,27,42136,Cambodia,M,25-06-1995
2203645,27,66618.21,Bhutan,M,25-06-1995
2215017,27,56593.8,Bosnia and Herzegovina,M,25-06-1995
2256029,27,67240.25,Sudan,M,25-06-1995
2265771,27,67240.25,Bosnia and Herzegovina,M,25-06-1995
2273612,27,64447.77,Kuwait,F,25-06-1995
2285850,27,66200.96,Isle of Man,M,25-06-1995
2300054,27,74623.27,Honduras,M,25-06-1995
2316645,27,46403.18,Switzerland,M,25-06-1995
2336617,27,66861.67,Austria,F,25-06-1995
2338877,27,75805,Sierra Leone,F,25-06-1995
2375933,27,42043,Cambodia,F,25-06-1995
2424509,27,49911,United States of America,F,25-06-1995
2516557,27,55317,Serbia,F,25-06-1995
2540424,27,64654.66,Saint Helena,M,25-06-1995
2637205,27,39724,Holy See (Vatican City State),F,25-06-1995
2644298,27,47708.42,Burundi,F,25-06-1995
2704205,27,53168,Paraguay,M,25-06-1995
2805994,27,39132,Ireland,F,25-06-1995
2812732,27,56570.06,Djibouti,F,25-06-1995
2847033,27,64021.55,Nauru,M,25-06-1995
2903942,27,28019.09,Zimbabwe,F,25-06-1995
2928319,27,50439.49,Guernsey,M,25-06-1995
2930531,27,65186.58,Armenia,M,25-06-1995
2984063,27,78092.95,Lebanon,F,25-06-1995
2995317,27,50147.72,Lao People's Democratic Republic,F,25-06-1995
3038529,27,60879.48,Niue,M,25-06-1995
3066284,27,34191.23,Bangladesh,F,25-06-1995
3118350,27,68738,Mauritius,F,25-06-1995
3137319,27,49206,Kuwait,F,25-06-1995
3357243,27,63429.18,Belgium,M,25-06-1995
3437591,27,66107.84,Cook Islands,F,25-06-1995
3514035,27,66524.8,Suriname,F,25-06-1995
3514452,27,59621,Saint Barthelemy,M,25-06-1995
3555510,27,55677.12,Canada,F,25-06-1995
3557795,27,70889.68,Bhutan,M,25-06-1995
3593752,27,46500.11,Japan,F,25-06-1995
3613565,27,33502.57,Nepal,M,25-06-1995
3619816,27,63337,El Salvador,M,25-06-1995
3622531,27,59886.58,Vietnam,M,25-06-1995
3625349,27,33239.2,Bosnia and Herzegovina,M,25-06-1995
3680461,27,55317,Serbia,F,25-06-1995
3739452,27,67686.16,Niue,F,25-06-1995
3810612,27,48098.86,Poland,F,25-06-1995
3872866,27,55130.96,Iran,M,25-06-1995
4047386,27,50200,Serbia,M,25-06-1995
4050367,27,67516.07,Estonia,F,25-06-1995
4075452,27,51662,Palestinian Territory,F,25-06-1995
4217600,27,56984,Ukraine,M,25-06-1995
4233428,27,23975,Azerbaijan,M,25-06-1995
4263566,27,38067,Trinidad and Tobago,M,25-06-1995
4280734,27,61229,Germany,M,25-06-1995
4338531,27,65653.47,Benin,F,25-06-1995
4410231,27,53042.51,Italy,M,25-06-1995
4565165,27,62723,Jersey,M,25-06-1995
4593400,27,36752,Brunei Darussalam,M,25-06-1995
4693757,27,67033.34,Belize,F,25-06-1995
4779797,27,58953.01,Japan,M,25-06-1995
4800405,27,53223.58,Belgium,M,25-06-1995
4809425,27,62792.43,Congo,M,25-06-1995
4861071,27,65172.22,Tajikistan,M,25-06-1995
4902700,27,56791.75,Iceland,M,25-06-1995
4952903,27,14776,Ethiopia,F,25-06-1995
4960809,27,64287.78,Timor-Leste,M,25-06-1995
4978123,27,48761.14,Tokelau,M,25-06-1995
5077347,27,54774.77,Kyrgyz Republic,M,25-06-1995
5081024,27,66861.67,Cuba,F,25-06-1995
5127488,27,50147.72,Norfolk Island,M,25-06-1995
5218498,27,65653.47,Tanzania,M,25-06-1995
5220458,27,33502.57,French Polynesia,F,25-06-1995
5221824,27,38817.4,Bahrain,M,25-06-1995
5290816,27,47448,Norway,M,25-06-1995
5413490,27,50760,Colombia,M,25-06-1995
5452328,27,60954,El Salvador,M,25-06-1995
5470585,27,72042.85,Holy See (Vatican City State),M,25-06-1995
5516907,27,70495.64,Hungary,F,25-06-1995
5550861,27,52581,Bulgaria,M,25-06-1995
5558533,27,63649,Dominica,F,25-06-1995
5559770,27,38645,Maldives,M,25-06-1995
5745540,27,56195,Sweden,M,25-06-1995
5791075,27,39699.13,Nauru,M,25-06-1995
5847182,27,56791.75,Bolivia,F,25-06-1995
5898944,27,51813,Cambodia,F,25-06-1995
6019695,27,63976.44,Puerto Rico,F,25-06-1995
6043997,27,47392,Czech Republic,F,25-06-1995
6068196,27,56782,Guinea-Bissau,M,25-06-1995
6125115,27,55368.67,Sweden,M,25-06-1995
6168792,27,67431,El Salvador,M,25-06-1995
6255814,27,70203.74,Cameroon,F,25-06-1995
6334024,27,38350,Mexico,M,25-06-1995
6357998,27,57195.96,Libyan Arab Jamahiriya,F,25-06-1995
6440500,27,62330.75,Fiji,F,25-06-1995
6441020,27,32689,France,F,25-06-1995
6479509,27,73884.48,Rwanda,M,25-06-1995
6487899,27,75266,Northern Mariana Islands,F,25-06-1995
6497968,27,21773,Philippines,M,25-06-1995
6500080,27,71296.67,Holy See (Vatican City State),F,25-06-1995
6519090,27,61922.06,Saint Helena,F,25-06-1995
6640811,27,66624.6,United Arab Emirates,F,25-06-1995
6684897,27,72154.68,Vietnam,M,25-06-1995
6686295,27,25683,New Zealand,F,25-06-1995
6743280,27,56694,Mauritania,F,25-06-1995
6778421,27,55677.12,Barbados,M,25-06-1995
6783721,27,19345,United States of America,M,25-06-1995
6793891,27,58996.56,Georgia,F,25-06-1995
6806343,27,53767.12,Slovakia (Slovak Republic),F,25-06-1995
6953515,27,39193.45,Colombia,M,25-06-1995
7091072,27,60803,Saint Kitts and Nevis,F,25-06-1995
7173120,27,58920.44,Monaco,M,25-06-1995
7173614,27,27241,Angola,M,25-06-1995
7265391,27,69874.18,Antarctica (the territory South of 60 deg S),F,25-06-1995
7335121,27,71881.84,Mauritius,F,25-06-1995
7344304,27,71136.49,Samoa,M,25-06-1995
7358409,27,58820.16,Slovakia (Slovak Republic),M,25-06-1995
7423271,27,45945.88,Mali,M,25-06-1995
7451957,27,48468,Qatar,F,25-06-1995
7461339,27,45633,Mexico,M,25-06-1995
7538955,27,63296.87,Moldova,M,25-06-1995
7557901,27,47357.39,New Zealand,M,25-06-1995
7748848,27,66618.21,Dominica,F,25-06-1995
7773372,27,53899,South Georgia and the South Sandwich Islands,M,25-06-1995
7789718,27,58443.99,Papua New Guinea,M,25-06-1995
7891200,27,57014.84,Greece,M,25-06-1995
7898650,27,69718.19,Saudi Arabia,F,25-06-1995
7976296,27,65857,Venezuela,F,25-06-1995
8040664,27,61771.9,Uruguay,F,25-06-1995
8186540,27,74180.05,French Southern Territories,F,25-06-1995
8192916,27,51257,Cambodia,F,25-06-1995
8280642,27,23975,Australia,F,25-06-1995
8329051,27,55411.06,British Virgin Islands,M,25-06-1995
8492646,27,69438.04,Lesotho,M,25-06-1995
8526198,27,70449.04,Gambia,M,25-06-1995
8533722,27,24853,Kiribati,M,25-06-1995
8551566,27,67279.06,Venezuela,M,25-06-1995
8594664,27,65227.79,Burundi,M,25-06-1995
8612824,27,63109.74,Hungary,F,25-06-1995
8757326,27,48537.18,United Arab Emirates,F,25-06-1995
8836367,27,66265.34,Tuvalu,M,25-06-1995
8875212,27,50491,Libyan Arab Jamahiriya,F,25-06-1995
8932785,27,51409.45,Ukraine,F,25-06-1995
8953172,27,71228.44,San Marino,M,25-06-1995
8955262,27,42898,Guinea-Bissau,F,25-06-1995
9000455,27,31072,Turkmenistan,M,25-06-1995
9010747,27,40763.13,Guatemala,F,25-06-1995
9022553,27,67080.94,Ecuador,M,25-06-1995
9086126,27,77871.75,Italy,M,25-06-1995
9094431,27,50711.68,Brazil,F,25-06-1995
9126090,27,77871.75,Senegal,M,25-06-1995
9162958,27,62318,French Guiana,F,25-06-1995
9221740,27,69785,Mauritius,F,25-06-1995
9262230,27,58287.86,Eritrea,F,25-06-1995
9266361,27,67511.86,Myanmar,F,25-06-1995
9354929,27,72423.97,Svalbard & Jan Mayen Islands,F,25-06-1995
9359899,27,50960,Bulgaria,F,25-06-1995
9366953,27,64238.71,Swaziland,F,25-06-1995
9394686,27,63966.72,Guyana,F,25-06-1995
9398571,27,71136.49,Vanuatu,M,25-06-1995
9556976,27,69784.85,Netherlands Antilles,F,25-06-1995
9596369,27,63274.88,Papua New Guinea,F,25-06-1995
9623313,27,55901.12,Saint Vincent and the Grenadines,M,25-06-1995
9634614,27,71296.67,Angola,F,25-06-1995
9672768,27,70510.59,New Zealand,F,25-06-1995
9747187,27,52261.73,Morocco,M,25-06-1995
9798223,27,43445,French Guiana,M,25-06-1995
9800989,27,70701.31,Turkmenistan,M,25-06-1995
9823085,27,53185.34,Kuwait,M,25-06-1995
9835569,27,61117.5,Antarctica (the territory South of 60 deg S),F,25-06-1995
9835588,27,62475.99,Tokelau,M,25-06-1995
9862303,27,67686.16,Namibia,M,25-06-1995
9896288,27,52581,British Virgin Islands,F,25-06-1995
9897794,27,66050.63,Holy See (Vatican City State),F,25-06-1995
9955183,27,41229,China,M,25-06-1995
9980572,27,65704.79,Jamaica,F,25-06-1995
9990241,27,67686.16,Kyrgyz Republic,M,25-06-1995
1008446,28,50216.01,Guadeloupe,M,25-06-1994
1118114,28,35350.55,Liberia,M,25-06-1994
1134582,28,63727.5,Moldova,M,25-06-1994
1186573,28,51463,Czech Republic,F,25-06-1994
1313268,28,51633,Estonia,M,25-06-1994
1348598,28,67307.43,Angola,F,25-06-1994
1359689,28,49823,Northern Mariana Islands,F,25-06-1994
1371085,28,44304,Bosnia and Herzegovina,F,25-06-1994
1506888,28,39939.39,Senegal,F,25-06-1994
1692488,28,58576.12,Pitcairn Islands,F,25-06-1994
1735574,28,61840.26,Myanmar,M,25-06-1994
1737524,28,58363.12,Argentina,M,25-06-1994
1861803,28,53767.12,Uzbekistan,M,25-06-1994
1878633,28,25599,Estonia,F,25-06-1994
1880978,28,50506.44,Hungary,M,25-06-1994
1885549,28,58151.87,Canada,F,25-06-1994
1917569,28,59144.02,Egypt,F,25-06-1994
2008060,28,57330.43,Colombia,M,25-06-1994
2042217,28,37335,Svalbard & Jan Mayen Islands,M,25-06-1994
2083815,28,48554,New Caledonia,M,25-06-1994
2169453,28,33239.2,Mongolia,F,25-06-1994
2169793,28,56725.47,Malta,F,25-06-1994
2185643,28,66107.84,Netherlands Antilles,F,25-06-1994
2203905,28,30976,French Polynesia,F,25-06-1994
2209037,28,56725.47,Saudi Arabia,F,25-06-1994
2213219,28,53337,Luxembourg,M,25-06-1994
2220765,28,65180.97,Lao People's Democratic Republic,M,25-06-1994
2231024,28,34127,Finland,F,25-06-1994
2282351,28,50760,Venezuela,F,25-06-1994
2362991,28,49309.14,Australia,F,25-06-1994
2441751,28,66263.37,Netherlands,F,25-06-1994
2464372,28,55411.06,Albania,M,25-06-1994
2477141,28,46974.15,Nicaragua,F,25-06-1994
2571775,28,54045.39,Seychelles,M,25-06-1994
2575091,28,60283.47,Somalia,F,25-06-1994
2576619,28,46737,Ukraine,F,25-06-1994
2584490,28,64188.5,Bosnia and Herzegovina,M,25-06-1994
2667894,28,74159.69,Norfolk Island,F,25-06-1994
2717770,28,72330.57,Niger,F,25-06-1994
2794993,28,61117.5,Bahamas,M,25-06-1994
2816125,28,61628.72,Saudi Arabia,M,25-06-1994
2817247,28,55499.69,Slovakia (Slovak Republic),M,25-06-1994
2873181,28,38067.08,Tuvalu,M,25-06-1994
3006115,28,41356,Slovenia,F,25-06-1994
3018956,28,60843.32,Slovakia (Slovak Republic),F,25-06-1994
3216621,28,71157.05,Yemen,M,25-06-1994
3234727,28,73474.82,United States Minor Outlying Islands,M,25-06-1994
3251171,28,50055,Ireland,F,25-06-1994
3318785,28,66225.72,Dominican Republic,M,25-06-1994
3328049,28,47682,Saint Vincent and the Grenadines,M,25-06-1994
3491058,28,34418,Libyan Arab Jamahiriya,F,25-06-1994
3511079,28,65882.81,Papua New Guinea,F,25-06-1994
3516461,28,69874.18,Cayman Islands,F,25-06-1994
3517151,28,43299.63,Bolivia,M,25-06-1994
3542734,28,57330.43,New Zealand,F,25-06-1994
3597920,28,61628.72,Haiti,M,25-06-1994
3623654,28,52140.04,Haiti,F,25-06-1994
3632550,28,70179.11,Guinea,F,25-06-1994
3654038,28,33239.2,Turkmenistan,F,25-06-1994
3700082,28,60188.38,United States of America,F,25-06-1994
3766295,28,61172.07,Morocco,M,25-06-1994
3771739,28,71727.51,Kyrgyz Republic,F,25-06-1994
3779686,28,36037,South Africa,F,25-06-1994
3820107,28,63274.88,Martinique,M,25-06-1994
3916656,28,50506.44,Namibia,M,25-06-1994
3988815,28,60082.66,Australia,F,25-06-1994
4032161,28,59144,Turks and Caicos Islands,F,25-06-1994
4218505,28,66198.66,Ukraine,F,25-06-1994
4236709,28,59998.5,Mauritius,M,25-06-1994
4254276,28,65500,Qatar,F,25-06-1994
4268576,28,41060,Martinique,M,25-06-1994
4294723,28,48679.54,Syrian Arab Republic,F,25-06-1994
4322228,28,56694,Faroe Islands,F,25-06-1994
4333632,28,64238.71,Faroe Islands,M,25-06-1994
4639350,28,58996.56,Martinique,F,25-06-1994
4757137,28,53185.34,Cuba,M,25-06-1994
4857045,28,57014.84,Tunisia,M,25-06-1994
4857505,28,72272.9,Sri Lanka,F,25-06-1994
4882495,28,63274.88,Central African Republic,F,25-06-1994
4898657,28,59967.19,Northern Mariana Islands,M,25-06-1994
4989413,28,65773,Turkmenistan,F,25-06-1994
4994351,28,46339,Chile,M,25-06-1994
5061240,28,63497.62,Guam,F,25-06-1994
5073987,28,67782,San Marino,M,25-06-1994
5077098,28,23943,Saint Kitts and Nevis,F,25-06-1994
5112212,28,58526.04,United Kingdom,F,25-06-1994
5162226,28,50457,United States of America,F,25-06-1994
5163918,28,72209.99,Kuwait,M,25-06-1994
5275884,28,63430.33,Albania,M,25-06-1994
5342735,28,51171.23,Ghana,F,25-06-1994
5434201,28,63528.8,Uruguay,F,25-06-1994
5452876,28,58678,Suriname,M,25-06-1994
5480555,28,76003.47,Martinique,M,25-06-1994
5561225,28,67990.84,Ecuador,F,25-06-1994
5572280,28,52416.18,Seychelles,F,25-06-1994
5574782,28,46179.97,French Southern Territories,M,25-06-1994
5576533,28,39723.97,Ethiopia,M,25-06-1994
5647759,28,66025.11,Albania,M,25-06-1994
5664879,28,57595,Tokelau,M,25-06-1994
5681960,28,63109.74,Puerto Rico,F,25-06-1994
5689777,28,66263.37,Lao People's Democratic Republic,F,25-06-1994
5733343,28,49030,El Salvador,F,25-06-1994
5736675,28,60188.38,Hong Kong,M,25-06-1994
5748479,28,56570.06,Sweden,M,25-06-1994
5749467,28,60813,French Guiana,M,25-06-1994
5754222,28,35467,Ecuador,F,25-06-1994
5782490,28,51593,Chad,M,25-06-1994
5795390,28,31948,Lebanon,F,25-06-1994
5846725,28,60997.84,Antarctica (the territory South of 60 deg S),M,25-06-1994
5846993,28,59243,Zambia,M,25-06-1994
5874288,28,56986.73,Haiti,M,25-06-1994
5890599,28,56067.38,Belize,M,25-06-1994
5917736,28,58183,New Caledonia,F,25-06-1994
5951492,28,66050.63,Monaco,F,25-06-1994
5965945,28,67279.06,Togo,M,25-06-1994
5983773,28,56457.01,Norfolk Island,F,25-06-1994
6014992,28,46403.18,Malawi,M,25-06-1994
6035427,28,62667.51,Lebanon,M,25-06-1994
6162595,28,65704.79,Senegal,M,25-06-1994
6182960,28,36752,Burkina Faso,M,25-06-1994
6198090,28,68520,Angola,F,25-06-1994
6242018,28,56735.83,Ireland,F,25-06-1994
6257103,28,60576,Nauru,F,25-06-1994
6335951,28,44490.09,Cambodia,F,25-06-1994
6375485,28,61610.05,Costa Rica,M,25-06-1994
6387168,28,48867.67,Martinique,M,25-06-1994
6411088,28,63727.5,Venezuela,F,25-06-1994
6473758,28,52723,El Salvador,M,25-06-1994
6515303,28,45401,Kenya,F,25-06-1994
6548835,28,52736,Brunei Darussalam,F,25-06-1994
6626842,28,66107.84,Croatia,F,25-06-1994
6667135,28,67669.06,French Southern Territories,F,25-06-1994
6701676,28,61172.07,Saint Lucia,F,25-06-1994
6701794,28,77220.42,Macedonia,M,25-06-1994
6778202,28,61625.87,Cape Verde,F,25-06-1994
6785597,28,63126.96,Mayotte,F,25-06-1994
6898982,28,59967.19,Tajikistan,M,25-06-1994
6984879,28,53049.44,Jordan,M,25-06-1994
7040489,28,75535.14,Thailand,F,25-06-1994
7046174,28,57260.41,Niue,F,25-06-1994
7150038,28,64828,Monaco,M,25-06-1994
7163862,28,56694,Equatorial Guinea,M,25-06-1994
7165650,28,57179.91,Bahamas,M,25-06-1994
7195484,28,51636.12,Korea,M,25-06-1994
7220912,28,60151.77,Qatar,F,25-06-1994
7291116,28,49957,Korea,M,25-06-1994
7328631,28,70510.59,Lesotho,F,25-06-1994
7376292,28,57014.84,Israel,F,25-06-1994
7380558,28,53673.08,Turks and Caicos Islands,F,25-06-1994
7450008,28,51315,Germany,F,25-06-1994
7500673,28,58235.21,Venezuela,M,25-06-1994
7534892,28,58996.12,Peru,F,25-06-1994
7536007,28,60803,Luxembourg,F,25-06-1994
7598083,28,60188.38,Indonesia,F,25-06-1994
7599161,28,65620.25,Gabon,F,25-06-1994
7614031,28,67744.56,Ghana,M,25-06-1994
7708375,28,51049.47,Tunisia,M,25-06-1994
7736303,28,55041.6,Holy See (Vatican City State),F,25-06-1994
7788677,28,61172.07,Rwanda,F,25-06-1994
7793541,28,65172.22,Fiji,M,25-06-1994
7795319,28,67686.16,Djibouti,M,25-06-1994
7842630,28,61142.33,Cuba,M,25-06-1994
7851732,28,72325.91,Togo,F,25-06-1994
7918928,28,56379.3,Czech Republic,F,25-06-1994
7924547,28,56195,Mali,M,25-06-1994
7935330,28,53058.91,Congo,F,25-06-1994
8098944,28,33147,Dominica,M,25-06-1994
8168002,28,66929.03,Saint Kitts and Nevis,F,25-06-1994
8194576,28,69805.7,Netherlands,F,25-06-1994
8304737,28,45593.93,Aruba,M,25-06-1994
8321108,28,58576.12,Comoros,F,25-06-1994
8326438,28,44304,Wallis and Futuna,F,25-06-1994
8380314,28,57668,Paraguay,F,25-06-1994
8402834,28,70505.06,Western Sahara,F,25-06-1994
8494468,28,59677.64,Pitcairn Islands,M,25-06-1994
8531531,28,30726,Moldova,F,25-06-1994
8669035,28,69646.35,Luxembourg,M,25-06-1994
8682759,28,67279.06,Barbados,F,25-06-1994
8777538,28,36834.04,Australia,M,25-06-1994
8781758,28,38645,Somalia,F,25-06-1994
8798569,28,57844.96,Pakistan,F,25-06-1994
8829718,28,69428.73,Dominica,M,25-06-1994
8920263,28,74543.81,Guinea-Bissau,M,25-06-1994
8958835,28,41884.64,Rwanda,M,25-06-1994
8961047,28,43445,Uganda,M,25-06-1994
8999399,28,57868.44,Falkland Islands (Malvinas),M,25-06-1994
9009021,28,65653.47,Nicaragua,M,25-06-1994
9157845,28,53922.43,Ethiopia,M,25-06-1994
9235143,28,64008.55,Bangladesh,M,25-06-1994
9252886,28,33813,Guinea,M,25-06-1994
9290564,28,67301.39,Luxembourg,M,25-06-1994
9420357,28,22206,Mexico,F,25-06-1994
9470902,28,74543.81,Niger,F,25-06-1994
9483081,28,72524.86,Lebanon,M,25-06-1994
9499521,28,65044.59,Dominica,M,25-06-1994
9556706,28,62927.96,Mauritania,M,25-06-1994
9595372,28,60550.66,Cambodia,F,25-06-1994
9685828,28,67279.06,Norway,M,25-06-1994
9702370,28,56370,Grenada,M,25-06-1994
9717181,28,49158.5,Guernsey,F,25-06-1994
9720917,28,67033.34,Poland,F,25-06-1994
9727348,28,57806,Niger,M,25-06-1994
9766751,28,64122.36,French Guiana,F,25-06-1994
9774746,28,46500.11,Iceland,F,25-06-1994
9778594,28,72154.68,Italy,F,25-06-1994
9818865,28,64287.78,Sudan,F,25-06-1994
9910711,28,59448,Belgium,M,25-06-1994
1024382,29,19992,Eritrea,F,24-06-1993
1039768,29,41851,New Caledonia,M,24-06-1993
1041182,29,67511.86,Portugal,F,24-06-1993
1054705,29,69428.73,Czech Republic,M,24-06-1993
1099695,29,52691.79,Eritrea,F,24-06-1993
1145788,29,56759.48,Papua New Guinea,F,24-06-1993
1171970,29,63274.88,Christmas Island,F,24-06-1993
1250133,29,63107.88,Antigua and Barbuda,F,24-06-1993
1266472,29,62466,Morocco,F,24-06-1993
1287538,29,47139.21,Djibouti,F,24-06-1993
1620070,29,64902.47,Bahamas,M,24-06-1993
1632110,29,72802,Montserrat,F,24-06-1993
1663471,29,72948.76,Madagascar,F,24-06-1993
1710692,29,58235.21,Puerto Rico,F,24-06-1993
1741792,29,42838.29,Uganda,F,24-06-1993
1784556,29,47638,Belgium,F,24-06-1993
1812219,29,50820.74,Turkmenistan,M,24-06-1993
1895243,29,61428.18,Mauritania,F,24-06-1993
1906097,29,68094.85,Greenland,F,24-06-1993
1912099,29,59398,Myanmar,M,24-06-1993
1962707,29,39132,Australia,F,24-06-1993
1963545,29,47510.42,Zimbabwe,F,24-06-1993
2062424,29,62109.8,Grenada,F,24-06-1993
2072773,29,50760.23,Hong Kong,F,24-06-1993
2072906,29,42162.9,Burkina Faso,F,24-06-1993
2131418,29,49823,Madagascar,F,24-06-1993
2220388,29,39032,Northern Mariana Islands,F,24-06-1993
2240070,29,51120,Saudi Arabia,F,24-06-1993
2277602,29,47708.42,Dominica,F,24-06-1993
2285602,29,61161.29,Georgia,M,24-06-1993
2330918,29,51772.58,Myanmar,F,24-06-1993
2363253,29,71228.44,Dominican Republic,F,24-06-1993
2379922,29,68862,Lesotho,F,24-06-1993
2509137,29,62669.59,Canada,M,24-06-1993
2523102,29,71385,Heard Island and McDonald Islands,F,24-06-1993
2554684,29,67669.06,Belarus,M,24-06-1993
2636444,29,68449,Estonia,M,24-06-1993
2693680,29,51636.12,Ireland,F,24-06-1993
2718154,29,67526.92,Georgia,F,24-06-1993
2719993,29,52462.04,Bahamas,M,24-06-1993
2734188,29,55353.41,Tunisia,M,24-06-1993
2799986,29,65186.58,Martinique,F,24-06-1993
2807251,29,28210,Benin,F,24-06-1993
2982398,29,46964.11,Nicaragua,F,24-06-1993
3039840,29,61117.5,French Guiana,F,24-06-1993
3048262,29,61172.07,El Salvador,M,24-06-1993
3059859,29,60249,Kuwait,F,24-06-1993
3105407,29,55764.43,Sudan,M,24-06-1993
3132187,29,58820.16,Italy,M,24-06-1993
3282763,29,67113.46,Malawi,F,24-06-1993
3303798,29,66744.65,Antarctica (the territory South of 60 deg S),M,24-06-1993
3346949,29,57691.95,Russian Federation,F,24-06-1993
3415244,29,63430.33,Faroe Islands,F,24-06-1993
3515392,29,66504.16,Peru,M,24-06-1993
3516040,29,74535.94,Central African Republic,M,24-06-1993
3519850,29,70410.11,Saudi Arabia,F,24-06-1993
3539793,29,71228.44,Burundi,F,24-06-1993
3559484,29,70547.16,Brazil,F,24-06-1993
3579267,29,62572.88,Chile,F,24-06-1993
3589278,29,55606,Albania,M,24-06-1993
3618925,29,64828,Guadeloupe,M,24-06-1993
3650036,29,22206,United States Virgin Islands,M,24-06-1993
3675717,29,47357.39,Taiwan,M,24-06-1993
3708892,29,63071,Guinea-Bissau,M,24-06-1993
3756866,29,58638.75,Tanzania,F,24-06-1993
3759809,29,50439.49,Singapore,F,24-06-1993
3787246,29,56379.3,British Virgin Islands,M,24-06-1993
3811961,29,65496.78,Niue,F,24-06-1993
3817187,29,25604,Serbia,F,24-06-1993
3819234,29,73910.9,Canada,M,24-06-1993
3852150,29,67080.94,Gabon,F,24-06-1993
3859100,29,66861.67,Chile,F,24-06-1993
3904655,29,55015.08,Bolivia,F,24-06-1993
3906803,29,51772.58,Wallis and Futuna,M,24-06-1993
3975033,29,53648,Greece,F,24-06-1993
4116894,29,62336.39,Singapore,F,24-06-1993
4133645,29,54787.37,Ethiopia,M,24-06-1993
4172152,29,40927,Kiribati,M,24-06-1993
4199947,29,70324.8,Greenland,F,24-06-1993
4225850,29,58847,Anguilla,F,24-06-1993
4271839,29,63965.16,Eritrea,M,24-06-1993
4322214,29,60015.57,Panama,F,24-06-1993
4350969,29,56986.73,United Kingdom,M,24-06-1993
4362426,29,61117.5,Norway,M,24-06-1993
4459584,29,41920.79,Turkmenistan,F,24-06-1993
