VistID,Time_Spent,Internet_Usage,Ad_Topic,Time_Period,Weekday,Month,Year,Clicked
3407776,71.05,204.22,product_12,Night,Monday,June,2020,No
3407997,82.68,193.8,product_4,Mid-Night,Thursday,June,2020,No
3409923,89.37,169.5,product_5,Mid-Night,Monday,March,2020,No
3410998,69.74,201.26,product_21,Night,Thursday,May,2020,No
3411208,74.02,233.6,product_16,Morning,Monday,May,2020,No
3415000,88.04,231.21,product_6,Evening,Monday,May,2020,No
3415244,79.54,221.79,product_26,Morning,Thursday,March,2020,No
3415978,61.22,154.74,product_7,Morning,Thursday,January,2020,Yes
3416678,72.45,226.49,product_15,Mid-Night,Monday,March,2020,No
3417949,69.08,216.49,product_13,Morning,Saturday,May,2020,No
3418830,76.7,229.88,product_1,Morning,Wednesday,February,2020,No
3419723,58.95,150.77,product_3,Early-Morning,Friday,May,2020,Yes
3421560,55.39,108.7,product_9,Evening,Saturday,June,2020,Yes
3422107,46.84,123.22,product_3,Evening,Sunday,May,2020,Yes
3423822,58.05,110.93,product_5,Noon,Tuesday,February,2020,Yes
3424409,88.85,213.38,product_1,Evening,Wednesday,February,2020,No
3428857,83.07,221.51,product_11,Noon,Friday,February,2020,No
3434632,71.84,199.43,product_19,Morning,Friday,February,2020,No
3436042,51.38,134.42,product_1,Mid-Night,Friday,May,2020,Yes
3437452,38.52,147.75,product_18,Night,Thursday,April,2020,Yes
3437583,43.83,142.81,product_12,Morning,Wednesday,July,2020,Yes
3437591,77.65,237.34,product_20,Noon,Tuesday,March,2020,No
3439291,75.74,180.47,product_4,Night,Friday,July,2020,No
3440682,80.94,239.94,product_11,Early-Morning,Friday,January,2020,No
3445275,78.57,182.84,product_30,Night,Wednesday,April,2020,No
3445340,37.68,172.83,product_16,Noon,Wednesday,February,2020,Yes
3447462,47.66,116.19,product_21,Early-Morning,Tuesday,July,2020,Yes
3447775,43.83,222.11,product_6,Early-Morning,Saturday,July,2020,Yes
3449539,67.69,109.22,product_7,Mid-Night,Friday,April,2020,Yes
3449748,77.5,196.77,product_17,Evening,Sunday,May,2020,Yes
3449980,82.95,201.29,product_4,Morning,Tuesday,April,2020,No
3454214,83.91,210.6,product_14,Morning,Tuesday,May,2020,No
3455932,60.7,219.72,product_25,Morning,Tuesday,January,2020,No
3456761,68.61,123.22,product_27,Morning,Sunday,July,2020,Yes
3457511,65.22,215.04,product_12,Noon,Monday,February,2020,No
3462309,76.28,227.56,product_7,Evening,Friday,April,2020,No
3463151,51.58,122.59,product_17,Noon,Saturday,January,2020,Yes
3463423,51.24,176.73,product_6,Evening,Sunday,January,2020,Yes
3463550,43.16,111.59,product_25,Early-Morning,Tuesday,January,2020,Yes
3465177,46.04,235.78,product_29,Mid-Night,Saturday,May,2020,Yes
3466853,89.8,247.01,product_15,Mid-Night,Thursday,May,2020,No
3470122,79.16,223.16,product_30,Night,Wednesday,March,2020,No
3470512,84.29,129.01,product_7,Morning,Friday,January,2020,Yes
3470955,56.78,123.62,product_23,Morning,Wednesday,July,2020,Yes
3473162,72.18,225.02,product_8,Night,Friday,June,2020,No
3475693,43.97,178.75,product_20,Evening,Thursday,February,2020,Yes
3476033,74.41,163.05,product_25,Early-Morning,Saturday,July,2020,No
3478811,78.68,195.56,product_12,Morning,Monday,June,2020,No
3479500,63.8,108.7,product_2,Mid-Night,Saturday,March,2020,Yes
3479730,86.78,225.29,product_13,Noon,Wednesday,February,2020,No
3480859,77.31,222.25,product_27,Evening,Monday,February,2020,No
3481702,79.83,225.76,product_21,Noon,Friday,July,2020,No
3483515,86.81,216.57,product_18,Mid-Night,Thursday,April,2020,No
3483524,81.95,216.24,product_9,Morning,Sunday,March,2020,No
3484212,79.8,183.82,product_13,Mid-Night,Tuesday,June,2020,No
3484502,57.35,122.31,product_12,Evening,Monday,March,2020,Yes
3485045,77.31,172.1,product_22,Morning,Friday,July,2020,No
3487100,89.21,238.99,product_25,Noon,Tuesday,February,2020,No
3487318,79.91,181.11,product_15,Mid-Night,Sunday,February,2020,No
3487433,84.08,239.32,product_22,Morning,Monday,May,2020,Yes
3488793,85.78,221.79,product_16,Night,Thursday,January,2020,No
3489015,41.18,219.69,product_5,Evening,Tuesday,January,2020,Yes
3489181,84.04,244.55,product_13,Morning,Wednesday,July,2020,No
3491058,39.76,155.8,product_15,Morning,Monday,June,2020,Yes
3491718,32.84,193.15,product_9,Noon,Sunday,July,2020,Yes
3492777,90.75,229.19,product_4,Noon,Monday,May,2020,No
3493669,87.18,211.39,product_23,Noon,Saturday,March,2020,No
3494037,70.05,193.29,product_5,Night,Saturday,July,2020,No
3495664,39.47,175.37,product_20,Early-Morning,Thursday,May,2020,Yes
3496736,78.6,226.11,product_17,Mid-Night,Saturday,January,2020,No
3497120,73.41,187.76,product_28,Night,Wednesday,July,2020,No
3499564,34.87,235.78,product_30,Mid-Night,Wednesday,March,2020,Yes
3504108,36.49,149.8,product_18,Evening,Thursday,January,2020,Yes
3508541,85.23,212.92,product_2,Noon,Saturday,February,2020,No
3511079,79.4,190.25,product_1,Morning,Thursday,May,2020,Yes
3512121,67.91,119.27,product_12,Early-Morning,Wednesday,July,2020,Yes
3512356,40.17,161.16,product_29,Evening,Sunday,May,2020,Yes
3512362,76.79,239.94,product_17,Mid-Night,Monday,April,2020,No
3512658,35.34,124.34,product_26,Early-Morning,Tuesday,July,2020,Yes
3513004,88.89,171.07,product_8,Noon,Saturday,July,2020,No
3513607,79.8,158.05,product_1,Noon,Sunday,July,2020,No
3513821,40.04,119.27,product_4,Early-Morning,Monday,May,2020,Yes
3514035,72.23,250.03,product_22,Mid-Night,Tuesday,June,2020,No
3514140,72.76,224.44,product_12,Morning,Wednesday,February,2020,No
3514452,38.37,149.8,product_17,Morning,Tuesday,May,2020,Yes
3514587,82.7,218.97,product_21,Noon,Friday,July,2020,No
3515392,63.43,236.75,product_14,Morning,Friday,April,2020,No
3515569,65.65,210.54,product_4,Mid-Night,Monday,June,2020,No
3516040,89.71,192.85,product_9,Evening,Thursday,June,2020,No
3516461,74.18,203.87,product_25,Mid-Night,Wednesday,January,2020,No
3517151,80.09,222.77,product_9,Mid-Night,Sunday,April,2020,No
3518556,39.34,143.79,product_16,Early-Morning,Thursday,March,2020,Yes
3519347,85.26,205.84,product_2,Morning,Wednesday,January,2020,No
3519850,69.78,218.79,product_13,Evening,Tuesday,May,2020,No
3521098,81.51,230.18,product_20,Evening,Saturday,May,2020,No
3521121,70.2,119.2,product_12,Early-Morning,Thursday,April,2020,Yes
3522487,86.53,229.22,product_2,Evening,Friday,June,2020,No
3527396,76.9,211.39,product_17,Evening,Monday,April,2020,No
3527682,75.65,216.5,product_10,Noon,Wednesday,January,2020,No
3528287,60.53,129.01,product_6,Evening,Monday,July,2020,Yes
3528784,78.76,206.79,product_17,Evening,Sunday,July,2020,No
3529267,36.44,125.85,product_10,Early-Morning,Saturday,March,2020,Yes
3533968,69.35,194.56,product_27,Evening,Saturday,April,2020,No
3534956,81.98,216.49,product_30,Evening,Thursday,January,2020,No
3535392,61.76,119.93,product_16,Mid-Night,Monday,July,2020,Yes
3535719,75.92,210.46,product_12,Early-Morning,Saturday,June,2020,No
3539793,72.08,169.5,product_22,Noon,Wednesday,March,2020,No
3541360,84.59,221.79,product_9,Mid-Night,Wednesday,May,2020,No
3542734,81.46,225.29,product_20,Evening,Wednesday,April,2020,No
3543715,40.06,138.68,product_7,Morning,Saturday,June,2020,Yes
3543813,80.31,127.07,product_6,Noon,Monday,April,2020,Yes
3544273,56.39,250.2,product_20,Noon,Saturday,March,2020,No
3544910,84.79,158.29,product_15,Mid-Night,Thursday,April,2020,No
3547475,71.27,241.36,product_29,Morning,Thursday,March,2020,No
3548979,78.35,211.12,product_6,Night,Monday,May,2020,No
3552110,84.54,252.07,product_2,Noon,Wednesday,January,2020,No
3555510,76.79,235.94,product_20,Night,Sunday,May,2020,No
3556624,82.73,203.84,product_20,Morning,Saturday,May,2020,No
3557336,32.84,115.79,product_1,Mid-Night,Friday,April,2020,Yes
3557733,39.87,228.78,product_18,Early-Morning,Tuesday,March,2020,Yes
3557795,81.95,228.81,product_4,Morning,Tuesday,March,2020,No
3558399,76.24,203.84,product_28,Night,Tuesday,July,2020,No
3559484,68.1,218.79,product_30,Night,Wednesday,July,2020,No
3560958,68.82,232.68,product_14,Mid-Night,Sunday,February,2020,No
3562932,53.54,108.03,product_9,Noon,Thursday,June,2020,Yes
3563237,85.84,187.36,product_22,Noon,Wednesday,February,2020,No
3563606,87.09,192.6,product_8,Night,Monday,April,2020,No
3567217,70.66,161.77,product_26,Early-Morning,Tuesday,May,2020,Yes
3570118,81.9,209.25,product_29,Noon,Tuesday,April,2020,No
3570970,83.49,201.58,product_4,Noon,Wednesday,February,2020,No
3571473,79.44,165.27,product_10,Morning,Saturday,July,2020,Yes
3571838,82.79,160.74,product_11,Mid-Night,Sunday,January,2020,Yes
3572471,77.8,151.18,product_22,Mid-Night,Saturday,February,2020,Yes
3573318,43.77,143.42,product_17,Noon,Saturday,January,2020,Yes
3573485,69.47,225.76,product_20,Noon,Thursday,March,2020,No
3574879,71.74,227.56,product_16,Evening,Tuesday,July,2020,No
3575235,80.59,186.37,product_2,Morning,Monday,June,2020,No
3575688,83.47,231.21,product_13,Morning,Sunday,February,2020,No
3576424,65.07,231.07,product_12,Night,Thursday,July,2020,No
3578089,82.79,168.41,product_6,Evening,Friday,May,2020,Yes
3579267,72.01,239.32,product_29,Night,Friday,July,2020,No
3579769,44.73,140.83,product_25,Morning,Friday,February,2020,Yes
3580369,66.83,250.35,product_9,Noon,Wednesday,March,2020,No
3585579,79.97,216,product_21,Mid-Night,Wednesday,July,2020,No
3587856,55.46,118.45,product_19,Morning,Monday,June,2020,Yes
3589278,53.92,138.35,product_27,Early-Morning,Wednesday,February,2020,Yes
3589575,45.01,219.79,product_25,Noon,Saturday,April,2020,Yes
3590776,35.33,161.16,product_28,Early-Morning,Sunday,May,2020,Yes
3590922,62.33,125.46,product_21,Noon,Saturday,April,2020,Yes
3590942,77.05,236.08,product_16,Evening,Tuesday,May,2020,No
3593623,59.22,136.4,product_13,Evening,Sunday,April,2020,Yes
3593752,71.27,195.36,product_12,Noon,Wednesday,February,2020,No
3595809,59.7,108.03,product_4,Noon,Tuesday,June,2020,Yes
3596346,85.01,253.17,product_16,Evening,Sunday,March,2020,No
3597521,76.7,243.61,product_10,Mid-Night,Sunday,January,2020,No
3597705,73.15,208.36,product_23,Night,Thursday,January,2020,No
3597920,61.87,218.22,product_15,Early-Morning,Sunday,June,2020,No
3598984,64.38,162.44,product_1,Noon,Tuesday,February,2020,No
3600317,81.11,163.05,product_16,Night,Wednesday,July,2020,No
3603525,77.44,192.81,product_26,Morning,Monday,July,2020,No
3603845,77.2,229.99,product_11,Early-Morning,Friday,February,2020,No
3605538,54.7,121.07,product_22,Night,Sunday,March,2020,Yes
3605660,79.91,207.44,product_29,Noon,Saturday,May,2020,No
3611115,50.63,115.37,product_28,Mid-Night,Thursday,May,2020,Yes
3613137,70.68,198.13,product_2,Evening,Monday,May,2020,No
3613565,73.46,225.97,product_23,Noon,Sunday,May,2020,No
3614093,82.95,211.38,product_18,Evening,Friday,June,2020,No
3615753,74.32,143.79,product_30,Evening,Saturday,March,2020,Yes
3615846,72.07,261.02,product_26,Mid-Night,Monday,January,2020,No
3618116,84.29,232.54,product_30,Evening,Wednesday,January,2020,No
3618925,77.63,215.04,product_30,Morning,Monday,June,2020,No
3619523,64.24,237.39,product_13,Evening,Thursday,April,2020,No
3619816,51.38,110.68,product_9,Noon,Saturday,March,2020,Yes
3620722,52.13,167.87,product_24,Evening,Thursday,January,2020,Yes
3622462,35.33,127.37,product_4,Morning,Saturday,July,2020,Yes
3622531,80.05,233.85,product_28,Evening,Sunday,April,2020,No
3623654,73.57,241.5,product_5,Noon,Monday,January,2020,No
3624502,71.4,166.31,product_6,Evening,Tuesday,May,2020,No
3625349,66.18,214.42,product_13,Morning,Thursday,March,2020,No
3625603,67.85,145.08,product_10,Evening,Friday,February,2020,Yes
3626169,74.38,246.72,product_15,Mid-Night,Tuesday,May,2020,No
3631595,88.12,207.96,product_18,Mid-Night,Friday,April,2020,No
3632550,84.79,200.28,product_24,Morning,Wednesday,January,2020,No
3634216,70.79,254.05,product_4,Night,Monday,March,2020,No
3634460,75.19,225.34,product_27,Morning,Wednesday,July,2020,No
3636970,80.94,233.56,product_16,Evening,Wednesday,May,2020,No
3637619,67.58,222.11,product_13,Evening,Friday,June,2020,No
3643160,41.49,195.54,product_18,Noon,Sunday,March,2020,Yes
3644251,86.81,245.5,product_8,Morning,Monday,May,2020,No
3644646,84.04,204.22,product_10,Morning,Friday,April,2020,No
3645124,59.21,219.79,product_11,Early-Morning,Wednesday,March,2020,Yes
3646563,43.67,119.27,product_10,Evening,Monday,February,2020,Yes
3648593,46.14,171.54,product_10,Mid-Night,Saturday,January,2020,Yes
3650036,60.94,131.98,product_17,Evening,Saturday,January,2020,Yes
3652297,61.76,114.69,product_4,Morning,Friday,May,2020,Yes
3652935,33.52,148.19,product_26,Mid-Night,Monday,February,2020,Yes
3654038,76.56,202.9,product_29,Noon,Thursday,May,2020,No
3654706,59.96,149.53,product_27,Noon,Tuesday,March,2020,Yes
3654710,73.89,195.36,product_6,Evening,Saturday,March,2020,No
3658482,84.45,154.23,product_5,Morning,Monday,February,2020,Yes
3659784,59.13,165.56,product_24,Evening,Saturday,May,2020,Yes
3661474,71.55,195.56,product_11,Morning,Monday,July,2020,No
3663342,44.49,168,product_23,Early-Morning,Saturday,April,2020,Yes
3664702,82.87,183.85,product_24,Noon,Tuesday,May,2020,No
3665254,35.66,151.72,product_30,Noon,Friday,April,2020,Yes
3669928,59.05,148.93,product_29,Noon,Friday,April,2020,Yes
3671935,69.57,160.74,product_6,Early-Morning,Friday,February,2020,Yes
3672079,85.56,204.47,product_17,Evening,Tuesday,May,2020,No
3675534,86.81,207.96,product_21,Noon,Wednesday,June,2020,No
3675717,84.79,237.34,product_24,Mid-Night,Wednesday,February,2020,No
3676825,69.17,123.72,product_28,Evening,Thursday,April,2020,Yes
3676878,88.72,206.98,product_5,Night,Thursday,January,2020,No
3677654,88.82,210.6,product_20,Morning,Sunday,May,2020,No
3677925,41.88,145.85,product_17,Morning,Sunday,June,2020,Yes
3679664,69.08,218.17,product_11,Mid-Night,Thursday,June,2020,No
3680461,50.6,235.78,product_29,Morning,Wednesday,April,2020,Yes
3685068,60.83,224.58,product_25,Morning,Tuesday,February,2020,Yes
3686022,65.59,185.47,product_22,Night,Tuesday,February,2020,Yes
3686569,77.75,236.72,product_11,Evening,Monday,May,2020,No
3687303,80.71,161.42,product_12,Early-Morning,Friday,June,2020,No
3687396,76.42,222.25,product_20,Mid-Night,Sunday,March,2020,No
3688196,81.98,233.85,product_9,Morning,Sunday,May,2020,No
3689555,74.58,149.21,product_23,Early-Morning,Thursday,June,2020,Yes
3691413,82.41,241.8,product_8,Early-Morning,Tuesday,February,2020,No
3693396,74.87,129.8,product_3,Early-Morning,Sunday,January,2020,Yes
3694656,60.07,156.36,product_18,Night,Saturday,July,2020,Yes
3695186,76.64,240.64,product_11,Early-Morning,Saturday,May,2020,No
3696037,83.71,256.39,product_6,Noon,Wednesday,April,2020,No
3696287,54.97,116.38,product_20,Noon,Thursday,July,2020,Yes
3697317,34.96,128.37,product_4,Morning,Wednesday,June,2020,Yes
3699790,81.32,195.56,product_30,Noon,Wednesday,June,2020,No
3700082,89.8,223.09,product_21,Noon,Monday,June,2020,No
3700677,40.47,131.68,product_27,Evening,Monday,April,2020,Yes
3701026,88.72,228.81,product_11,Morning,Sunday,July,2020,No
3701655,77.47,236.96,product_2,Evening,Monday,May,2020,No
3702197,65.65,209.93,product_18,Morning,Wednesday,July,2020,No
3703356,47.64,122.02,product_18,Evening,Wednesday,March,2020,Yes
3704746,62.26,145.48,product_17,Morning,Saturday,April,2020,Yes
3705353,74.53,226.45,product_7,Evening,Monday,June,2020,No
3707475,89.34,202.16,product_13,Mid-Night,Wednesday,July,2020,No
3708780,71.4,236.19,product_15,Mid-Night,Saturday,July,2020,No
3708892,67.94,150.8,product_11,Morning,Sunday,January,2020,Yes
3712897,50.18,151.94,product_18,Early-Morning,Tuesday,April,2020,Yes
3713234,79.36,231.49,product_28,Evening,Sunday,March,2020,No
3714163,74.49,187.64,product_15,Mid-Night,Tuesday,July,2020,No
3718359,80.15,217.1,product_9,Mid-Night,Thursday,January,2020,No
3724537,49.89,119.84,product_9,Night,Tuesday,May,2020,Yes
3726515,69.47,149.25,product_7,Early-Morning,Saturday,April,2020,No
3727277,53.38,248.51,product_4,Night,Thursday,July,2020,Yes
3728525,76.87,230.93,product_18,Noon,Sunday,June,2020,No
3729514,74.84,231.37,product_26,Morning,Monday,March,2020,No
3729794,78.18,196.23,product_15,Night,Wednesday,June,2020,No
3732415,81.21,236.15,product_29,Evening,Sunday,January,2020,No
3732853,67.05,216,product_5,Noon,Tuesday,January,2020,No
3733702,82.37,212.88,product_6,Night,Tuesday,March,2020,No
3733790,71.4,202.9,product_1,Mid-Night,Tuesday,June,2020,No
3735011,75.84,164.25,product_10,Noon,Thursday,June,2020,No
3735559,53.3,109.07,product_12,Mid-Night,Wednesday,February,2020,Yes
3736205,72.94,240.09,product_8,Night,Tuesday,February,2020,No
3736762,79.53,233.36,product_17,Noon,Saturday,July,2020,No
3738629,33.21,167.07,product_17,Evening,Tuesday,May,2020,Yes
3739373,68.41,203.3,product_16,Noon,Thursday,April,2020,No
3739452,81.25,245.78,product_26,Night,Saturday,April,2020,No
3742456,82.79,234.81,product_19,Morning,Wednesday,February,2020,No
3743411,36.37,214.38,product_21,Noon,Tuesday,January,2020,Yes
3744148,38.37,108.18,product_6,Early-Morning,Wednesday,April,2020,Yes
3744173,69.88,230.14,product_27,Evening,Tuesday,May,2020,No
3745963,74.49,235.94,product_22,Morning,Wednesday,March,2020,No
3748501,70.68,222.11,product_29,Night,Monday,January,2020,No
3748877,54.39,116.19,product_23,Evening,Sunday,May,2020,Yes
3749224,52.62,126.29,product_21,Night,Sunday,June,2020,Yes
3753493,82.3,213.96,product_28,Evening,Friday,February,2020,No
3753938,54.7,198.3,product_8,Noon,Tuesday,July,2020,Yes
3754109,83.66,234.72,product_5,Early-Morning,Thursday,April,2020,No
3755271,69.78,224.82,product_22,Noon,Sunday,May,2020,No
3756491,45.72,207.18,product_27,Night,Saturday,July,2020,Yes
3756866,85.86,233.6,product_25,Night,Saturday,January,2020,Yes
3758368,84.98,223.2,product_12,Night,Tuesday,February,2020,No
3758460,71.9,182.84,product_27,Night,Sunday,April,2020,No
3758569,41.73,151.47,product_28,Evening,Thursday,July,2020,Yes
3758592,65.15,166.86,product_26,Night,Thursday,February,2020,Yes
3758936,60.53,118.1,product_24,Noon,Sunday,January,2020,Yes
3759809,76.83,224.01,product_6,Evening,Tuesday,May,2020,No
3762604,74.65,202.77,product_7,Early-Morning,Thursday,March,2020,No
3763405,54.37,163.48,product_27,Noon,Saturday,March,2020,Yes
3763843,82.58,177.78,product_20,Night,Saturday,March,2020,No
3766295,83.4,246.06,product_27,Evening,Wednesday,February,2020,No
3769756,41.86,151.93,product_25,Noon,Sunday,March,2020,Yes
3771739,70.9,190.95,product_13,Night,Friday,June,2020,No
3771748,75.94,219.55,product_15,Noon,Sunday,February,2020,No
3772859,81.11,209.64,product_5,Night,Sunday,May,2020,No
3774011,40.42,150.77,product_13,Noon,Tuesday,July,2020,Yes
3774752,70.04,224.98,product_10,Night,Sunday,April,2020,Yes
3774833,71.74,224.44,product_10,Night,Thursday,June,2020,No
3779270,75.32,172.81,product_30,Night,Sunday,April,2020,No
3779686,52.17,117.35,product_22,Noon,Friday,January,2020,Yes
3780412,42.83,116.19,product_30,Mid-Night,Friday,July,2020,Yes
3781086,76.7,204.56,product_28,Noon,Sunday,February,2020,No
3784282,76.24,202.9,product_30,Mid-Night,Friday,July,2020,No
3784815,43.02,135.67,product_3,Noon,Wednesday,April,2020,Yes
3785737,44.72,187.09,product_3,Morning,Sunday,May,2020,Yes
3786813,35.25,194.44,product_28,Early-Morning,Sunday,January,2020,Yes
3787246,78.24,219.49,product_11,Evening,Tuesday,February,2020,No
3787335,89.37,210.27,product_30,Noon,Saturday,January,2020,No
3790363,83.07,235.01,product_6,Night,Thursday,March,2020,No
3792771,40.17,214.38,product_18,Morning,Thursday,July,2020,Yes
3795262,65.56,207.96,product_8,Early-Morning,Friday,June,2020,No
3797085,43.67,143.79,product_25,Night,Thursday,July,2020,Yes
3799449,65.56,181.25,product_8,Noon,Tuesday,January,2020,No
3801428,85.54,236.5,product_15,Evening,Sunday,March,2020,No
3801563,83.91,167.41,product_22,Morning,Thursday,March,2020,No
3801903,66.47,163.99,product_1,Mid-Night,Friday,May,2020,No
3803042,40.04,130.83,product_24,Night,Friday,June,2020,Yes
3806262,79.94,231.42,product_28,Mid-Night,Friday,February,2020,No
3807450,89.34,253.48,product_25,Night,Wednesday,March,2020,No
3807566,70.9,235.99,product_28,Noon,Sunday,May,2020,No
3808431,34.96,169.4,product_17,Evening,Tuesday,July,2020,Yes
3808981,76.84,231.59,product_24,Night,Thursday,March,2020,No
3810612,40.04,161.58,product_14,Morning,Sunday,May,2020,Yes
3810648,79.22,199.79,product_11,Night,Sunday,January,2020,No
3811961,69.11,259.76,product_15,Evening,Friday,July,2020,No
3814377,78.79,225.02,product_2,Mid-Night,Monday,July,2020,No
3817187,57.24,150.83,product_27,Evening,Monday,April,2020,Yes
3817502,46.13,136.94,product_22,Morning,Saturday,June,2020,Yes
3819234,62.42,198.5,product_30,Night,Thursday,March,2020,No
3820107,84.04,199.43,product_10,Evening,Monday,February,2020,No
3820245,36.49,153.76,product_4,Evening,Monday,April,2020,Yes
3821225,59.7,161.16,product_11,Noon,Wednesday,June,2020,Yes
3822250,74.15,224.82,product_5,Night,Sunday,July,2020,No
3825469,52.84,216.01,product_20,Morning,Wednesday,April,2020,Yes
3826453,83.47,234.81,product_4,Morning,Friday,June,2020,No
3826971,68.68,183.48,product_1,Morning,Wednesday,May,2020,No
3827060,46.88,136.64,product_6,Morning,Thursday,February,2020,Yes
3827323,79.57,230.93,product_2,Early-Morning,Tuesday,May,2020,No
3827391,75.65,162.44,product_26,Evening,Monday,June,2020,No
3827734,67.71,178.92,product_22,Mid-Night,Saturday,January,2020,No
3828289,67.26,105.86,product_17,Night,Thursday,May,2020,Yes
3829553,66.03,192.85,product_17,Night,Friday,February,2020,No
3831341,86.69,213.96,product_14,Night,Thursday,June,2020,No
3834146,81.25,222.35,product_24,Noon,Saturday,April,2020,No
3834449,42.51,144.77,product_16,Evening,Friday,January,2020,Yes
3834493,79.6,166.31,product_24,Noon,Tuesday,January,2020,No
3835326,46.77,105.15,product_18,Morning,Tuesday,February,2020,Yes
3837620,42.84,121.28,product_29,Night,Thursday,May,2020,Yes
3837824,66.18,110.66,product_6,Night,Tuesday,June,2020,Yes
3838491,67.36,233.56,product_13,Evening,Wednesday,July,2020,No
3840549,79.15,163.05,product_6,Noon,Thursday,March,2020,No
3842539,70.03,227.72,product_26,Evening,Sunday,May,2020,No
3844100,62.26,154.93,product_28,Night,Thursday,May,2020,Yes
3845418,51.3,208.21,product_20,Early-Morning,Monday,April,2020,Yes
3848238,41.47,169.4,product_22,Evening,Sunday,May,2020,Yes
3849897,76.49,205.5,product_9,Evening,Friday,July,2020,No
3851430,75.32,191.17,product_16,Evening,Wednesday,July,2020,No
3851683,51.56,157.04,product_4,Morning,Sunday,July,2020,Yes
3852150,77.66,168.15,product_16,Night,Sunday,June,2020,No
3852259,44.64,156.99,product_20,Early-Morning,Monday,May,2020,Yes
3852880,35.55,115.37,product_5,Noon,Monday,June,2020,Yes
3853411,84.95,227.53,product_12,Mid-Night,Monday,July,2020,No
3853414,76.64,227.56,product_14,Night,Friday,February,2020,No
3854370,60.07,139.01,product_23,Evening,Sunday,January,2020,Yes
3857705,87.27,204.27,product_9,Early-Morning,Sunday,March,2020,Yes
3857733,76.76,198.11,product_30,Evening,Sunday,May,2020,No
3857995,86.63,167.67,product_11,Morning,Saturday,February,2020,No
3858480,44.57,127.65,product_22,Night,Tuesday,May,2020,Yes
3859100,71.4,216.49,product_11,Mid-Night,Friday,March,2020,No
3860858,77.35,192.5,product_13,Mid-Night,Wednesday,February,2020,No
3861881,80.51,198.32,product_29,Mid-Night,Saturday,June,2020,No
3867799,55.92,105.71,product_16,Night,Wednesday,May,2020,Yes
3868312,32.6,185.47,product_1,Evening,Monday,May,2020,Yes
3872866,81.56,215.44,product_7,Mid-Night,Thursday,February,2020,No
3872872,79.97,198.79,product_20,Mid-Night,Thursday,July,2020,No
3878297,75.55,123.71,product_13,Early-Morning,Saturday,March,2020,Yes
3879127,39.96,139.02,product_9,Morning,Wednesday,January,2020,Yes
3879498,74.18,170.13,product_29,Night,Monday,May,2020,No
3887277,78.96,181.02,product_14,Noon,Tuesday,June,2020,Yes
3889322,67.58,213.96,product_2,Evening,Sunday,June,2020,No
3889429,70.96,161.42,product_7,Night,Friday,January,2020,No
3891171,80.55,215.93,product_27,Noon,Friday,February,2020,No
3894952,45.96,219.69,product_24,Early-Morning,Tuesday,July,2020,Yes
3895615,87.23,206.98,product_28,Early-Morning,Sunday,July,2020,No
3896126,46.77,124.32,product_13,Morning,Thursday,March,2020,Yes
3897856,41.47,116.38,product_5,Evening,Friday,July,2020,Yes
3898871,77.75,234.26,product_9,Mid-Night,Wednesday,April,2020,No
3899505,38.52,151.94,product_13,Mid-Night,Friday,April,2020,Yes
3900723,79.09,224.82,product_24,Noon,Tuesday,February,2020,No
3902702,75.94,190.08,product_6,Night,Thursday,March,2020,No
3904655,71.76,202.12,product_27,Evening,Monday,April,2020,No
3906617,51.24,204.27,product_15,Noon,Sunday,June,2020,Yes
3906803,79.8,224.9,product_6,Mid-Night,Sunday,May,2020,No
3908040,57.76,109.98,product_14,Noon,Saturday,July,2020,Yes
3910910,87.98,245.5,product_2,Evening,Sunday,April,2020,No
3911307,44.98,115.37,product_27,Noon,Sunday,April,2020,Yes
3912110,86.58,195.93,product_4,Night,Friday,February,2020,No
3912944,89.15,207.87,product_5,Morning,Thursday,June,2020,No
3913926,70.03,235.94,product_2,Morning,Tuesday,February,2020,No
3915041,45.17,123.22,product_10,Morning,Friday,March,2020,Yes
3915708,37.45,123.71,product_9,Morning,Tuesday,March,2020,Yes
3916656,66.17,198.56,product_21,Morning,Saturday,April,2020,Yes
3917518,84.71,254.34,product_23,Evening,Sunday,July,2020,Yes
3919250,80.67,236.96,product_14,Mid-Night,Tuesday,May,2020,No
3919604,83.42,228.03,product_12,Noon,Tuesday,June,2020,No
3922466,74.38,218.49,product_13,Evening,Sunday,April,2020,No
3923978,85.4,216.87,product_10,Evening,Friday,February,2020,No
3924694,53.68,115.26,product_16,Morning,Tuesday,February,2020,Yes
3928042,49.19,149.53,product_4,Mid-Night,Thursday,March,2020,Yes
3929248,72.46,120.25,product_29,Night,Tuesday,January,2020,Yes
3929315,85.26,248.16,product_9,Evening,Friday,February,2020,No
3929600,64.51,230.77,product_15,Night,Wednesday,January,2020,No
3930949,65.56,171.23,product_11,Night,Monday,April,2020,No
3932286,70.04,190.25,product_30,Morning,Wednesday,July,2020,Yes
3932639,72.8,217.37,product_23,Evening,Tuesday,May,2020,No
3934273,77.2,184.88,product_5,Morning,Wednesday,April,2020,No
3934764,73.3,106.96,product_10,Early-Morning,Monday,April,2020,Yes
3936994,48.01,124.38,product_9,Mid-Night,Monday,July,2020,Yes
3937046,71.4,222.77,product_6,Night,Monday,May,2020,No
3938159,79.71,241.38,product_22,Noon,Wednesday,January,2020,No
3943873,79.52,238.63,product_14,Noon,Sunday,July,2020,No
